content,score
"Minta tolong balikin akun yghilang aja susahnya minta ampun (disuruh masukan id server) ya mana gw tau kocak gw GK nge ss akunku,main dari awal aja males dapetin 1 Hero aja susah apalagi ngumpuling BP nya lama bngt sampe enneg gw liatnya.gk ada cara yg gampang malah mkin dibuat bingung.",1
"saya kecewa sudah 3 kali top up weekly diamond pass, akan tetapi diamond saya belum terpakai sudah hilang terus, dan gak ada ganti rugi dari pihak mobile legend, game tipu-tipu..!",1
"Ni game rusak bgt jangan mau unduh guys, ga tau kenapa makin sini makin ngaco, selalu kasih tim yg ga seimbang apalagi skrg banyak bgt penjoki,RW,cheater . Aku MPV pun disatuin main sama pemain yg ga tau mainnya.cuma buang buang waktu doang",1
Matchmaking nya dong dibenerin.. jangan isi nya draksistem mulu capek main lama cuman naik turun bintang doang.. Klo Tim dalam tim nya dibenerin itu cara developer menghargai pemain mobile legend,1
"tolong player yang ngetroll sama yang afk hukumanya lebih berat yang ngetroll, afk bisa saja dia memang tiba tiba ada kepentingan entah itu kerjaan atau yang lain (tidak berniat), sedangkan ngetroll memang sengaja atau sudah ada keniatan untuk merusak kekompakan",1
"moontoon player yang mainnya gak bener tolong di ban. misalnya milih lane tapi lane udah penuh, terus sama jaringannya dibenarkan, ditambah lagi item sky piercer yang membuat gameplay tidak seimbang",1
Sistem sangat buruk.. Di berikan rekan tim yang bodoh. Lalu sinyal selalu buruk. Padahal internet normal. Jangan mau main ML lagi. Karena sistem sangat buruk dan game play sangat curang.,1
Ayolah muntun kenapa setiap habis update ml gw di suruh donglot data ulang lagi itu sangat merugikan saya tolong lah di perbaiki lagi bung data nya cape gw donglotin data ulang terus mohon di perbaiki lagi ya muntun!!!!!!,4
"sebenernya klo main ini udh puas jadi agak bosen si, soalnya dulu pernah main tp sempet diapus karena udh bosen, skrng pas booming""nya jadi kepengen main lagi apalagi heronya nambah baru",5
"lu yaa monton kalo para pemain udah winstreak jangan dikasih lose strek berturut-turut, ini game bukannya seneng mlh bikin stress bgt kalo ngasih kalah yang wajar dong 3-5 boleh jangan 5-10 kalah itu agak keterlaluan namanya, coba dipertimbangkan lagi para pemain harus kasih win strek yang panjang biar para pemain seneng sama ni game malah di kasih kalah melulu anj emng",1
Entah kenapa gw main kalah mulu di kasih gk ada menang sama sekali di kasih ini game mau mengisi waktu luang untuk santai santai tapi malah di kasih senam otak emosi mulu kalau ambil exp hyper tolol kalau ambil hyper exp tolol ini yang tolol tim gw apa moontonnya yang tolol di kasih tim gk ngotak,1
Tolong kepada mlbb id untuk perbaikan bug dalam game.jika sedang bermain dalam game setiap menit 7 lewat suka ngestuck di ml gabisa di gerakin sama sekali padahal kondisi hp semuanya tidak ada masalah. ini sudah kebiasaan jika setelah update ada saja kerusakannya mohon atas kekurangan nya perbaiki.,5
"Jadi malas main, sekali menang, setelah itu dikasih kalah terus, match tidak seimbang, dark sistem dimana², solo disiksa, main party malah dikasih lawan pro player.....",1
"Game bagus,cuman ngasih temen nya draksistem trus cape lama lama,bisa bisa gua hapus juga ni,tolong lah perbaiki lagi min,,,kesian yg pada puss sendirian",3
Aku main Mobile legends pas masuk main PING tiba tiba merah kuning hijau.. setelah update.. Mobile legends makin hari makin gak jls ini Mobile legends. BIKIN EMOSI saja....MOONTON perbaiki signal dongg dan PING pada saat main,3
"lumayan si, cuma gua kurang suka kalo ml tuh deveat turun rank nya ga naik' sampe epic mun turun naik turun naik, bikin males and sekarang aneh bgt ml jaringan gua padahal bagus tapi suka ngelag jujur disini gua jadi ga mood main ml yaa saran dari gua si tingkatin lagi ya min biar kita enjoy",3
Geme bagus tetapi banyak yg harus diperbaiki misalnya seperti dari system sinyalnya yg buruk dan klau bisa kasih lebih banyak hero lagi ya moonton hanya itu dari saya Terima Kasih,5
"Udah mau bubar kah game ini ? Kok makin lama makin ga karuan , ada aja kendalanya , ping naik turun padahal sinyal hp penuh , apalagi in game, ujungnya kena pelanggaran afk ,",1
"Makin hari makin ga jelas matchmakingnya main solo tapi ketemu tim trio/duo, Tolong diperbaiki sistem matchmakingnya dulu jangan malah bikin update yang ga penting.",3
aku sangat masukan game ini tidak ada iklan sama sekali enak di mainkan aku sudah mahir mempakay zilong tapi masi banyak bug seperti keluar map dan tolong di hapus bug nya,5
"ga adil bgt,musuhnya skin ny bagus jago,sementara tim ny kolektor pemula,jadi tolong lah monton kita ini masih belajar udah di kasih musuh jago colektor sultan sementara tim nya colektor baru",2
gatau emosi banget matchmaking ngga adil tim dikasih yg dibawah rata-rata musuhnya diatas rata-rata stress main berjam-jam bintang gak nambah malah ngurang!!,2
"game ini sangat bagus dan di recommended buat para kaum remaja 😊 dan juga saya selalu memiliki jaringan yang bagus dan stabil 😊 (tapi itu semua hanyalah kebohongan 😹) pesan untuk developer :""mending buat game ini lebih berat dan supaya ga ada yang minat 😊😊😊😹😹😹😹😹😹😹😹😹)",1
Gatau mau ngisi apa seru pokoknya tapi maaf ya bintang tiga karna game nya kadang ngeselin dapat jago jago semua pas dapat tim malah cupu tapi ada light system juga jadi bisa nolong untuk gak marah kalo drak system udah ga ketolong,3
moontonn tolong nih gua udah beli beberapa hero nih tapi kenapa saat mau di pake maen rank kok hero ny masih belum kebeli giliran di lihat di hero juga masih belum kebeli... tolongg nihh di perbaiki,2
"game yang sangat tidak disarankan, dapat menimbulkan kecemasan, gangguan mental, dan sejenisnya, mohon kedepannya untuk promosi game apa adanya jangan membual tentang fair play, dan semacamnya, karena di game ini tidak ada yang namanya fair play.",1
Game nya sih baguss cuma gk seru dpt tim nya gk ada yang bisa main semua gw udah mvp tim silver coklat gk ada yang emas sampe gw lostrek 16 gara gara dapet tim gitu mulu game apa ini udah mending main free fire aja gw udah pasti gg tin nya mls gw main game kek gini gk sesuai lawan tim bot lawan gg padahal tim udah mytic semua tapi main nya ke warior sedangkan musuh kayak imo sumpah aneh ini game gk ad adil adil nya udah mending main ff aja udah pasti game baguss dan seru dan udah pasti adill,1
"Apknya udah bagus Bg klu bisa data nya di kurangin jadi dikit dan jaringan jangan putus2 Saya mohon data nya di kurangin atau di per kecil data dalamnya, kalau bisa data dalam nya di perkecil agar handphone² yg ram nya kecil bisa main jga, jdi mereka ya minder liat handphone yg ram nya besar",5
"Jaringan sama server nya tolong di perbaiki jangn ngelek terus, mau mencet skil aj susah, pembagian tim juga yg adil. Tolonglah banyak betul ngeleknya",1
"MCGG Game apaan sih..jelek bgt sumpah masih berat,banyak bug nya,tiba² pas main bisa²nya jadi mode potret kan kocak..sumpah mending balikin MC kami moonton...sumpah,gak asik cok..",4
Game nya emng bagus tapi tadi gw main kok malah keluar mulu gmna sih ini monton gw kan tadi main rank ketemu musuh 4 mm nah kan itu kan wajar habis itu gw main lagi malah keluar lagi ke loby gmna sih ini,2
"game gajelas, bug jalan sendiri, sinyal bagus udah wifi+data masih anehh, perbanyak tuh event warna ungu bug bug gini gausah diperbaiki biar pada kabur player lu",1
"Tolong lah monton kasih lah tim yang sama kayak musuknya kompak, Jangan jumpa kami yang dapat timnya yang tolol tolol semua yang egois, Tolong lah hapus itu drak sistem nyaa, Bikin jadi gila lihat permainan kayak gitu",1
"Game Nya Bagus Dan Durasi Bagus, Tapi Ada Aja Dark Sistem, Tapi Sih Aku Suka Banget Sama Game Ini Dari, 2018, Apa Lagi Ada Updatan Baru Nya Dan Ada Hero Baru Yang Luar Biasa, Abang, Mamah Pun Suka Sama Game Ini, Dan Ada Skin Baru Anime Kolef, Seperti Hunter X Hunter X Mobile Legends, Dan Attack On Titan X Mobile Legends, Dan Anspirants, Dan Ada Juga Skin KOF, Apa Lagi Skin KOF Di Revamp, Hero"" Nya Juga Di Revamp.",5
"Saya kasih bintang tiga dulu,karna pas saya mainkan terjadi kesalahan seperti layar tiba tiba hitam dan GK bisa di apa apain nanti kalau udah di benerin saya kasih bintang lima",3
Game gak jelas kalo menang gak nambah bintang kalah juga gak nambah bintang game apa ni bagi saya game ini gak di saranin untuk di main karna banyak dark sistem tim di kasi bocil musuh di kasi jago padahal 1 bintang lagi gua naik honor yang buat game ni semoga dia game nya di per sepi mending pubg dari pada game sesat ni gua main kagak sering dapat coklat sedangkan tim gua coklat semua dan juga jangan main kan game ni kalo tak nak kena dark sistem game gabut,1
"Sudah tidak ada bagus2nya ini game, dilihat dr rata2 ulasannya, ternyata game ini yang bikin banyak penggunanya jadi tidak waras dan emosional . NOT GOOD .. Balasasn ulasannya: 1. Kami berkomitmen menciptakan lingkungan permainan yang adil. * Yang Adil Bagi akun-akun afiliasi .. wkkwwk.. 2. Hubungi kami CS-in game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya. * CSnya aja BOT, BOT yang ditanya apa, feedback apa jawabannya gitu2 aja wkkwkwk lol..",1
Tadi mau masuk game gara gara nge lag hp nya nge freeze pas dah loading 50% kata temen ku pas lagi Mabar surend di suru moonton alhasil invalid bintang di kurangi padahal dah mau masuk game lagi bikin males,1
Udah berjuang buka aplikasi ini itu untuk memulihkan akun yang hilang ujung-ujungnya gagal verifikasi gak di Terima heh makasih udah membuang waktuku untuk hal yang sia-sia nyesal gua buang-buang duit dan waktuku aja mainin game ini,1
Moonton please dehh perbaiki masalah jaringan log in nih game sinyal gw tiba tiba hilang coba di perbaiki dulu nih bug jaringan jgn mikirin skin mulu Luh skin bagus memperbaiki jaringan aja sulit 🤡,1
Saya suka bang main bobile legends tapi ada kekurangan dari gem ini sinyal nya jadi jelek padahal sinyal bagus wifi ada masih aja jelek tolong perbaiki lagi,4
"sumpah gajelas banget sama jaringannya masa sebelum war jaringannya bagus tapi pas lagi war tiba"" lag parah tolong lah moonton stabilkan jaringannya pindah game juga nih kalo jaringannya gini terus",2
moonton makin aneh dari matchmaking yang tidak seimbang pemain solo ketemu pemain squa sampai yang pakai cheat pun ada season sekarang mungkin sampai selanjutnya sudah tidak rekomendasi buat pemain solo memainkan game ini,1
"seru sih tapi drak sistim, dapet tim nya bot lawan nya pro kalo saran ku mending mau honor of king krn tim sama lawan nya seimbang kalo udah mana satak di epik ngasih tim bot lawan susah, gem pilih kasih, mungkin kalo gw dapet lawan yg pro tim gw juga pro jadi seimbang, kalo gini terus kapan mau naik bosen stak di epik mending ganti deh!!!",1
Di begoin mobil legend ini mahh wkwkkw.. Maen mentok legend 1. Mao ke mytic ajh susah turun naek bintang lagi beggo Padahal klo ngasih timnya sesuai ga mungkin kalah gw maen sollo. Tolong sistem nya lebih teliti lgi dalam ngasih musihnya,1
Kenapa sih sekarang banyak bug nya tiba tiba gak bisa di pencet ngefrez sinyal bagus ngelag tolong dong monton di perbaiki lagi buat kenyamanan semua orang,3
"Jujur saya suka game nya grafik nya bagus sama karakter nya banyak tapi banyak hero yang baru rilis terus baru punya skin basik tolong dong min kasih skin kek kayak hero phoveus,lucas,dan suyou tolong dong min tambahin skin nya gitu kek elite kek",5
"udah bentuk daftar team rising, pas mau mulai rising nya ternyata di tim ad yg kredit score nya rendah ,jadi ngerugiin team!! ,monton! + masa kredit score jg berpengaruh ke rising jg sih! krna ini jadi g bisa ikutan! lama lama gw hapus nih game kocak! Pal pale pal pale😃",2
Game ini sangat unik dan menarik saya suka dengan hero hero nya dan sebenar nya ada sedikit kekurangan karena kadang saya nge lag saat bermain tapi tak apa ini sangat menyenangkan dan mengisi waktu luang dan terimakasih montoon,5
"Game yg penuh dgn developer zalim yg memikirkan keuntungan sendiri g enak dimainin sering mendadak freeze sinyal bgs di performa yg Lbh besar seperti dragon raja lancar, ini game udh crush, lag, freeze habisin batre, saranku cari game lain yg Lbh seru dr ini bnyk tanpa merugikan diri sendiri",1
"Apa sih moonton,massa udah login fi arena pertempuran malah layar nya masih 5 VS 5 terus..,padahal system nya udah ngomong "" trus hero nya juga udah join fi area pertempuran,pokok nya ga asik banget ga kayak dulu pas pertama kali main,masih bagus kok sekrang jadi gini,tolong moonton di perbaiki ya",5
"Mau dapat tim bagus solo rank? Mau gampang naik immortal? Solusinya sering-sering top up diamond. Saya perhatiin ini Moontoon systemnya disetel berdasarkan akumulasi berapa diamond yang udah dihabiskan playernya. Pay to glory. Contohnya, kenapa player yang sering top up sampai berjuta-juta bisa gampang naik ke glory ataupun Immortal? Tak peduli dia solo rank atau tidak. Player yang masuk kasta menengah atau yang sesekali top up, paling mentoknya sampai glory 50. Itupun setengah mati.",1
"Ap main setiap hari dpt ny tim lol gx pernah tu dpt tim bgs Yg gw heran kan tim musuh pada bgs main ny kena tim gw lol semua yaa percuma kalau dpt ny mvp tapi kalah Sampai kesal gw yg mau main Kadang""sinyal pandai leg sendiri Padahal sinyal gw bgs TPI knp bisa leg parah Kacau mobile legends sekarang ni..",1
Monton pleaselah kasih keadilan buat player solo masa dapat yang ngetrol Mulu klo ga dark sistem ga seimbang masa musuh jago tim dikasih ketemu tim kek bot mana kadang setim sama yang tiernya dibawah jauh masa udh honor bisa ketemu tier legend 4 bercanda apa gimana mohonlah bantuannya udh cape nih klo sistem pemilihan tim dan lawannya udh bener baru gua kasih bintang lima aneh kadang juga dapat sampe setim sama Gren master mana musuh pada mantan imo semua ge jelas nih game,1
"Tolong diperbaiki lagi .. ketika lagi asik main ada lag tiba-tiba suka berenti sendiri,game nya memang bagus dan seru ... semoga kedepannya lebih baik lagi..oke terima kasih",2
"Saya suka dengan game ini karna menyenangkan dan menghilangkan rasa stres,dan bisa menjadi bahan gabutan/gak ada kerjaan jadi saya sangat senang dengan game ini saya suka karena Hero dan lainnya yang saya suka adalah Hero Layla yang sangat imut dan juga kuat",5
ini makin gimana dah ml sekarang makin ga jelas . saat mau war mau savage tiba tiba langsung lag padahal jaringan di sini ful ga pernah kurang tapi semenjak war jadi lag penyimpanan aja masih luas 128 GB .. hahh ga seru ml sekarang jelek jaringan nya mendingan hapus aja ga seru banyak buq .. di tambah lag nya kalo pas war susah emang ml 2025 sekarang ini .. saya kasih ranting 1 aja karna ml nya jelek banyak leq,1
Baguss bngtt permainannya cuman ada beberapa yang aku gak suka contohnya pas pertam main musuh itu bot/dark sistem yang kedua nya itu jagoo banget kadang heran juga suka kaya gitu tapi gapapa bisa mabar barrng temen semangat terus ya minn,5
Algoritma yang bodoh. Tidak bisa menyesuaikan lawan yang diperoleh cenderung tidak seimbang. Mode Rank penuh dark sistem. skema pakem win lose lose lose win win lose.,1
"wahh game seru bahkan aku sampai main 10 kali bintang nya turun, dapat tim nafsuan, gabisa main, kalah 8 kali hihihihihi seru bgt game nya, mau bintang rank ku yang turun atau rating game nya moonton?",1
"Seruuu kita juga bakalan bisa chat orang ngobrol ngobrol aku juga baru baru ini mendapatkan teman Mabar yang pada kerennn bangett ada 4 terus sama aku 1 jadi pas meski rank nya bedaa aku mah masih rank epic V, ada yang sama juga kaya aku ada juga enggak mau naikin susah banget seruuu lah banyak mode nya juga tapi kayanya lebih seru semua Hero di geratiskan tapi gimana ya gak papah juga kalau gak di gratis pokok nya liat komen aku kalian yang belum download harus download sekarang ya bayyy😇",5
